ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,OWN_CAR_AGE
243522,N,N,
243523,N,Y,
243524,N,N,
243525,N,N,
243526,N,N,
243527,N,Y,
243528,Y,N,9.0
243529,N,N,
243530,Y,Y,20.0
243531,N,Y,
243532,N,Y,
243533,N,N,
243534,Y,N,15.0
243535,Y,N,11.0
243536,N,Y,
243537,N,Y,
243538,Y,Y,14.0
243539,Y,Y,1.0
243540,N,N,
243541,N,N,
243542,N,N,
243543,N,Y,
243544,N,N,
243545,Y,Y,64.0
243546,Y,Y,2.0
243547,N,Y,
243548,N,Y,
243549,Y,N,8.0
243550,Y,Y,64.0
243551,Y,N,11.0
243552,N,Y,
243553,Y,Y,4.0
243554,N,Y,
243555,N,N,
243556,N,Y,
243557,N,Y,
243558,N,N,
243559,N,Y,
243560,N,Y,
243561,Y,Y,17.0
243562,N,Y,
243563,N,Y,
243564,N,Y,
243565,N,Y,
243566,N,Y,
243567,N,N,
243568,N,N,
243569,Y,Y,9.0
243570,N,Y,
243571,N,N,
243572,Y,N,10.0
243573,N,N,
243574,N,Y,
243575,N,Y,
243576,Y,Y,26.0
243577,N,Y,
243578,N,Y,
243579,N,Y,
243580,N,Y,
243581,N,Y,
243582,N,Y,
243583,N,Y,
243584,N,Y,
243585,N,Y,
243586,N,Y,
243587,N,Y,
243588,N,Y,
243589,N,Y,
243590,Y,Y,26.0
243591,N,Y,
243592,Y,Y,12.0
243593,N,N,
243594,N,N,
243595,Y,N,2.0
243596,N,Y,
243597,N,Y,
243598,N,Y,
243599,N,Y,
243600,Y,N,12.0
243601,Y,Y,8.0
243602,N,Y,
243603,Y,N,22.0
243604,N,Y,
243605,N,N,
243606,Y,Y,1.0
243607,N,Y,
243608,Y,Y,12.0
243609,Y,Y,22.0
243610,N,Y,
243611,Y,N,14.0
243612,Y,Y,6.0
243613,Y,N,2.0
243614,N,Y,
243615,N,Y,
243616,N,Y,
243617,Y,Y,3.0
243618,N,Y,
243619,Y,Y,6.0
243620,N,N,
243621,N,Y,
243622,Y,Y,9.0
243623,Y,Y,3.0
243624,N,N,
243625,N,N,
243626,N,Y,
243627,N,N,
243628,N,N,
243629,N,Y,
243630,Y,Y,18.0
243631,N,N,
243632,N,Y,
243633,Y,Y,8.0
243634,N,Y,
243635,N,Y,
243636,Y,Y,3.0
243637,N,Y,
243638,N,Y,
243639,N,Y,
243640,Y,Y,10.0
243641,N,Y,
243642,Y,Y,4.0
243643,Y,Y,4.0
243644,N,Y,
243645,N,N,
243646,N,Y,
243647,N,Y,
243648,N,Y,
243649,Y,N,11.0
243650,Y,Y,21.0
243651,N,Y,
243652,N,N,
243653,Y,Y,39.0
243654,Y,Y,9.0
243655,N,Y,
243656,Y,Y,5.0
243657,N,N,
243658,N,Y,
243659,N,N,
243660,N,N,
243661,N,Y,
243662,N,Y,
243663,N,Y,
243664,Y,Y,14.0
243665,N,N,
243666,Y,N,8.0
243667,N,Y,
243668,Y,Y,3.0
243669,N,N,
243670,N,Y,
243671,N,Y,
243672,N,Y,
243673,N,N,
243674,N,Y,
243675,N,N,
243676,N,N,
243677,Y,N,14.0
243678,N,N,
243679,N,Y,
243680,N,Y,
243681,N,Y,
243682,N,Y,
243683,N,Y,
243684,N,Y,
243685,N,Y,
243686,N,Y,
243687,N,N,
243688,N,N,
243689,N,N,
243690,Y,Y,4.0
243691,N,Y,
243692,Y,Y,14.0
243693,N,Y,
243694,Y,N,20.0
243695,Y,N,21.0
243696,Y,Y,12.0
243697,N,Y,
243698,N,N,
243699,Y,Y,64.0
243700,Y,Y,14.0
243701,N,Y,
243702,Y,Y,3.0
243703,N,Y,
243704,N,Y,
243705,Y,Y,6.0
243706,N,Y,
243707,N,Y,
243708,N,Y,
243709,Y,N,7.0
243710,N,Y,
243711,Y,Y,25.0
243712,N,Y,
243713,N,N,
243714,N,N,
243715,N,Y,
243716,N,Y,
243717,N,Y,
243718,Y,Y,7.0
243719,N,Y,
243720,N,N,
243721,Y,N,36.0
243722,Y,N,20.0
243723,Y,Y,17.0
243724,N,Y,
243725,N,N,
243726,N,Y,
243727,N,N,
243728,N,N,
243729,N,Y,
243730,N,Y,
243731,Y,N,4.0
243732,N,Y,
243733,N,Y,
243734,N,Y,
243735,N,N,
243736,Y,Y,5.0
243737,N,Y,
243738,N,Y,
243739,N,Y,
243740,Y,N,11.0
243741,N,Y,
243742,N,N,
243743,N,Y,
243744,N,Y,
243745,N,Y,
243746,Y,Y,1.0
243747,N,N,
243748,N,N,
243749,Y,Y,13.0
243750,N,Y,
243751,Y,Y,20.0
243752,N,Y,
243753,Y,Y,4.0
243754,N,Y,
243755,Y,Y,3.0
243756,Y,N,8.0
243757,N,Y,
243758,N,Y,
243759,N,N,
243760,N,N,
243761,Y,Y,19.0
243762,Y,N,14.0
243763,N,Y,
243764,Y,Y,0.0
243765,N,Y,
243766,N,Y,
243767,N,Y,
243768,N,Y,
243769,N,Y,
243770,N,Y,
243771,Y,Y,13.0
243772,N,N,
243773,Y,Y,1.0
243774,Y,Y,64.0
243775,N,Y,
243776,N,Y,
243777,N,Y,
243778,Y,N,1.0
243779,N,Y,
243780,N,N,
243781,Y,N,2.0
243782,N,Y,
243783,N,Y,
243784,N,Y,
243785,N,Y,
243786,N,Y,
243787,N,Y,
243788,Y,Y,3.0
243789,Y,Y,2.0
243790,N,N,
243791,N,N,
243792,Y,Y,6.0
243793,N,Y,
243794,N,Y,
243795,N,Y,
243796,N,Y,
243797,N,Y,
243798,N,Y,
243799,Y,Y,21.0
243800,N,Y,
243801,Y,Y,2.0
243802,N,Y,
243803,Y,Y,1.0
243804,Y,N,22.0
243805,N,Y,
243806,Y,Y,12.0
243807,N,Y,
243808,N,Y,
243809,N,Y,
243810,N,N,
243811,N,N,
243812,N,N,
243813,N,N,
243814,N,Y,
243815,Y,Y,16.0
243816,N,Y,
243817,Y,N,10.0
243818,N,Y,
243819,N,Y,
243820,Y,Y,14.0
243821,Y,Y,4.0
243822,N,Y,
243823,N,N,
243824,N,Y,
243825,Y,N,12.0
243826,Y,Y,7.0
243827,Y,Y,13.0
243828,N,Y,
243829,N,Y,
243830,N,Y,
243831,N,Y,
243832,N,Y,
243833,N,N,
243834,Y,Y,7.0
243835,N,N,
243836,Y,Y,19.0
243837,N,Y,
243838,N,N,
243839,Y,Y,3.0
243840,N,Y,
243841,Y,N,14.0
243842,N,Y,
243843,Y,Y,10.0
243844,Y,Y,13.0
243845,N,Y,
243846,N,Y,
243847,N,Y,
243848,Y,Y,4.0
243849,Y,N,6.0
243850,Y,Y,6.0
243851,Y,N,7.0
243852,Y,Y,26.0
243853,Y,Y,25.0
243854,Y,Y,11.0
243855,Y,Y,26.0
243856,Y,N,18.0
243857,Y,Y,21.0
243858,Y,N,16.0
243859,N,Y,
243860,N,Y,
243861,N,Y,
243862,N,Y,
243863,Y,N,2.0
243864,N,Y,
243865,Y,N,13.0
243866,N,Y,
243867,N,N,
243868,N,Y,
243869,N,Y,
243870,N,Y,
243871,N,Y,
243872,Y,Y,14.0
243873,N,Y,
243874,N,N,
243875,Y,Y,24.0
243876,Y,Y,1.0
243877,N,Y,
243878,N,Y,
243879,N,N,
243880,N,N,
243881,Y,Y,13.0
243882,N,N,
243883,N,Y,
243884,Y,Y,31.0
243885,Y,N,6.0
243886,Y,Y,0.0
243887,N,Y,
243888,N,N,
243889,Y,Y,3.0
243890,N,Y,
243891,Y,Y,2.0
243892,N,Y,
243893,N,N,
243894,N,N,
243895,N,Y,
243896,N,N,
243897,N,N,
243898,N,Y,
243899,N,N,
243900,N,Y,
243901,Y,Y,3.0
243902,Y,Y,6.0
243903,Y,Y,7.0
243904,N,Y,
243905,N,Y,
243906,N,Y,
243907,N,N,
243908,N,Y,
243909,Y,Y,14.0
243910,N,N,
243911,Y,Y,11.0
243912,N,Y,
243913,N,N,
243914,N,Y,
243915,N,N,
243916,Y,N,4.0
243917,Y,N,7.0
243918,N,N,
243919,N,N,
243920,N,Y,
243921,N,Y,
243922,N,Y,
243923,N,N,
243924,Y,Y,2.0
243925,N,Y,
243926,N,Y,
243927,Y,Y,9.0
243928,N,Y,
243929,N,Y,
243930,N,Y,
243931,Y,Y,8.0
243932,N,N,
243933,Y,N,8.0
243934,Y,Y,1.0
243935,N,Y,
243936,Y,N,8.0
243937,Y,Y,8.0
243938,Y,N,15.0
243939,N,Y,
243940,N,Y,
243941,N,Y,
243942,N,Y,
243943,N,N,
243944,N,Y,
243945,N,Y,
243946,N,N,
243947,N,Y,
243948,Y,Y,3.0
243949,N,Y,
243950,N,N,
243951,N,Y,
243952,N,Y,
243953,N,Y,
243954,N,Y,
243955,N,Y,
243956,Y,N,65.0
243957,N,N,
243958,N,N,
243959,N,N,
243960,Y,N,5.0
243961,N,N,
243962,N,Y,
243963,N,Y,
243964,Y,Y,10.0
243965,N,Y,
243966,N,Y,
243967,N,Y,
243968,Y,Y,3.0
243969,N,Y,
243970,N,Y,
243971,Y,Y,1.0
243972,Y,Y,6.0
243973,N,Y,
243974,N,Y,
243975,N,Y,
243976,N,Y,
243977,N,Y,
243978,N,N,
243979,Y,Y,13.0
243980,N,Y,
243981,N,Y,
243982,N,N,
243983,Y,N,16.0
243984,N,Y,
243985,Y,Y,19.0
243986,N,Y,
243987,N,Y,
243988,N,N,
243989,N,Y,
243990,Y,Y,21.0
243991,N,Y,
243992,N,N,
243993,N,Y,
243994,N,Y,
243995,N,N,
243996,Y,Y,2.0
243997,N,Y,
243998,N,Y,
243999,Y,Y,10.0
244000,N,Y,
244001,Y,N,2.0
244002,N,N,
244003,N,N,
244004,Y,N,4.0
244005,Y,Y,9.0
244006,N,N,
244007,N,Y,
244008,N,Y,
244009,Y,Y,22.0
244010,N,Y,
244011,N,Y,
244012,Y,Y,24.0
244013,Y,Y,2.0
244014,N,Y,
244015,N,Y,
244016,N,N,
244017,Y,Y,8.0
244018,N,Y,
244019,N,Y,
244020,Y,Y,7.0
244021,Y,Y,3.0
244022,N,Y,
244023,N,N,
244024,N,Y,
244025,Y,Y,7.0
244026,Y,Y,3.0
244027,N,Y,
244028,N,Y,
244029,N,Y,
244030,N,Y,
244031,N,Y,
244032,N,Y,
244033,Y,Y,17.0
244034,N,Y,
244035,Y,Y,15.0
244036,N,Y,
244037,Y,N,20.0
244038,N,Y,
244039,N,Y,
244040,N,N,
244041,N,N,
244042,N,N,
244043,N,N,
244044,N,Y,
244045,N,Y,
244046,Y,Y,3.0
244047,Y,Y,14.0
244048,Y,Y,7.0
244049,N,Y,
244050,Y,Y,8.0
244051,N,Y,
244052,N,Y,
244053,N,Y,
244054,N,Y,
244055,N,Y,
244056,Y,N,15.0
244057,N,N,
244058,N,Y,
244059,N,Y,
244060,Y,Y,8.0
244061,N,Y,
244062,N,Y,
244063,N,Y,
244064,N,N,
244065,Y,N,8.0
244066,N,Y,
244067,N,Y,
244068,Y,Y,18.0
244069,N,Y,
244070,N,Y,
244071,N,Y,
244072,Y,Y,4.0
244073,Y,Y,5.0
244074,N,N,
244075,N,Y,
244076,Y,Y,4.0
244077,Y,Y,16.0
244078,Y,N,3.0
244079,N,N,
244080,Y,N,10.0
244081,N,Y,
244082,Y,N,15.0
244083,N,Y,
244084,N,Y,
244085,Y,Y,21.0
244086,N,N,
244087,N,Y,
244088,Y,N,8.0
244089,Y,Y,8.0
244090,N,Y,
244091,Y,N,6.0
244092,N,Y,
244093,N,Y,
244094,N,Y,
244095,N,Y,
244096,N,Y,
244097,N,N,
244098,N,N,
244099,N,Y,
244100,N,Y,
244101,Y,Y,2.0
244102,N,Y,
244103,N,Y,
244104,N,Y,
244105,N,Y,
244106,N,Y,
244107,N,Y,
244108,Y,Y,2.0
244109,N,Y,
244110,N,Y,
244111,N,Y,
244112,N,Y,
244113,Y,Y,0.0
244114,N,Y,
244115,N,Y,
244116,N,Y,
244117,N,Y,
244118,N,N,
244119,Y,Y,11.0
244120,Y,Y,5.0
244121,Y,Y,16.0
244122,N,Y,
244123,Y,Y,2.0
244124,N,Y,
244125,N,Y,
244126,N,Y,
244127,N,Y,
244128,N,Y,
244129,N,Y,
244130,N,N,
244131,N,Y,
244132,Y,Y,3.0
244133,N,Y,
244134,Y,Y,12.0
244135,Y,Y,12.0
244136,N,Y,
244137,Y,Y,1.0
244138,N,N,
244139,N,Y,
244140,Y,Y,10.0
244141,N,Y,
244142,Y,N,2.0
244143,N,N,
244144,N,Y,
244145,N,N,
244146,Y,Y,14.0
244147,N,Y,
244148,N,Y,
244149,Y,Y,2.0
244150,N,N,
244151,N,Y,
244152,Y,N,8.0
244153,Y,N,7.0
244154,N,Y,
244155,Y,Y,13.0
244156,N,Y,
244157,Y,Y,7.0
244158,N,Y,
244159,N,Y,
244160,Y,Y,15.0
244161,N,Y,
244162,Y,Y,6.0
244163,Y,N,25.0
244164,Y,Y,6.0
244165,N,Y,
244166,Y,Y,11.0
244167,Y,Y,19.0
244168,N,Y,
244169,N,Y,
244170,Y,Y,19.0
244171,N,Y,
244172,N,Y,
244173,N,Y,
244174,Y,Y,64.0
244175,N,Y,
244176,N,N,
244177,Y,Y,15.0
244178,N,Y,
244179,N,Y,
244180,N,Y,
244181,N,Y,
244182,N,N,
244183,N,Y,
244184,N,N,
244185,N,Y,
244186,N,Y,
244187,N,Y,
244188,Y,Y,20.0
244189,N,Y,
244190,N,N,
244191,N,Y,
244192,N,Y,
244193,N,Y,
244194,Y,N,13.0
244195,Y,N,12.0
244196,Y,Y,28.0
244197,N,Y,
244198,N,N,
244199,N,Y,
244200,Y,Y,1.0
244201,Y,Y,11.0
244202,N,Y,
244203,N,N,
244204,N,N,
244205,Y,Y,10.0
244206,N,N,
244207,Y,Y,65.0
244208,N,N,
244209,Y,Y,12.0
244210,N,Y,
244211,N,Y,
244212,Y,Y,20.0
244213,N,Y,
244214,Y,N,2.0
244215,N,Y,
244216,N,Y,
244217,N,Y,
244218,Y,Y,10.0
244219,N,Y,
244220,N,Y,
244221,N,Y,
244222,N,Y,
244223,N,Y,
244224,Y,N,7.0
244225,N,Y,
244226,N,N,
244227,N,Y,
244228,N,N,
244229,N,Y,
244230,Y,N,2.0
244231,Y,Y,14.0
244232,N,Y,
244233,N,N,
244234,Y,Y,26.0
244235,Y,Y,4.0
244236,N,Y,
244237,Y,Y,9.0
244238,N,Y,
244239,N,Y,
244240,N,Y,
244241,Y,Y,5.0
244242,N,N,
244243,N,N,
244244,N,Y,
244245,Y,Y,25.0
244246,N,N,
244247,Y,Y,1.0
244248,N,Y,
244249,Y,Y,18.0
244250,N,Y,
244251,Y,Y,5.0
244252,Y,Y,4.0
244253,Y,Y,20.0
244254,Y,Y,64.0
244255,N,Y,
244256,Y,N,2.0
244257,N,Y,
244258,N,Y,
244259,N,Y,
244260,N,Y,
244261,Y,N,0.0
244262,N,Y,
244263,N,N,
244264,N,Y,
244265,Y,Y,6.0
244266,N,Y,
244267,Y,Y,11.0
244268,N,Y,
244269,N,N,
244270,N,N,
244271,Y,N,9.0
244272,N,Y,
244273,Y,Y,0.0
244274,N,Y,
244275,Y,N,1.0
244276,N,Y,
244277,Y,Y,19.0
244278,Y,Y,19.0
244279,Y,Y,11.0
244280,N,Y,
244281,N,Y,
244282,Y,Y,10.0
244283,Y,Y,14.0
244284,N,Y,
244285,N,Y,
244286,N,Y,
244287,N,Y,
244288,N,N,
244289,N,Y,
244290,N,Y,
244291,N,N,
244292,N,Y,
244293,N,Y,
244294,N,Y,
244295,Y,Y,65.0
244296,Y,Y,10.0
244297,N,Y,
244298,Y,Y,17.0
244299,N,N,
244300,Y,Y,64.0
244301,N,Y,
244302,N,Y,
244303,N,N,
244304,N,Y,
244305,Y,Y,5.0
244306,N,Y,
244307,Y,Y,5.0
244308,N,Y,
244309,N,Y,
244310,N,Y,
244311,Y,Y,24.0
244312,Y,Y,11.0
244313,N,Y,
244314,Y,Y,16.0
244315,N,N,
244316,N,Y,
244317,Y,Y,25.0
244318,N,Y,
244319,N,N,
244320,N,N,
244321,N,N,
244322,N,Y,
244323,Y,Y,25.0
244324,N,Y,
244325,N,Y,
244326,Y,Y,4.0
244327,N,Y,
244328,N,Y,
244329,N,Y,
244330,N,N,
244331,N,Y,
244332,Y,Y,6.0
244333,N,N,
244334,Y,Y,12.0
244335,Y,Y,7.0
244336,N,Y,
244337,Y,Y,0.0
244338,N,Y,
244339,N,Y,
244340,N,Y,
244341,N,Y,
244342,N,Y,
244343,N,Y,
244344,Y,Y,5.0
244345,N,Y,
244346,N,Y,
244347,Y,Y,16.0
244348,N,N,
244349,N,Y,
244350,N,Y,
244351,N,Y,
244352,N,Y,
244353,N,Y,
244354,Y,Y,1.0
244355,N,Y,
244356,N,Y,
244357,Y,Y,4.0
244358,N,N,
244359,Y,Y,3.0
244360,N,N,
244361,N,Y,
244362,N,N,
244363,N,N,
244364,N,Y,
244365,N,Y,
244366,N,Y,
244367,N,Y,
244368,Y,Y,8.0
244369,N,Y,
244370,N,Y,
244371,N,Y,
244372,Y,Y,1.0
244373,N,Y,
244374,N,N,
244375,Y,Y,1.0
244376,Y,N,3.0
244377,Y,Y,8.0
244378,Y,Y,10.0
244379,N,N,
244380,N,N,
244381,N,Y,
244382,N,N,
244383,N,Y,
244384,N,Y,
244385,N,Y,
244386,N,Y,
244387,Y,Y,5.0
244388,Y,N,10.0
244389,Y,Y,14.0
244390,N,Y,
244391,Y,Y,8.0
244392,N,N,
244393,N,Y,
244394,N,Y,
244395,Y,Y,8.0
244396,N,Y,
244397,N,Y,
244398,N,Y,
244399,Y,N,6.0
244400,Y,Y,7.0
244401,Y,Y,5.0
244402,N,Y,
244403,N,Y,
244404,N,N,
244405,Y,Y,65.0
244406,N,N,
244407,Y,N,7.0
244408,Y,N,19.0
244409,N,Y,
244410,N,Y,
244411,N,N,
244412,N,N,
244413,N,Y,
244414,N,Y,
244415,N,N,
244416,Y,N,4.0
244417,N,Y,
244418,N,Y,
244419,N,Y,
244420,Y,Y,25.0
244421,N,Y,
244422,N,Y,
244423,N,Y,
244424,N,Y,
244425,N,N,
244426,N,N,
244427,N,Y,
244428,Y,Y,12.0
244429,Y,N,19.0
244430,Y,Y,4.0
244431,N,N,
244432,N,Y,
244433,N,N,
244434,N,Y,
244435,Y,N,13.0
244436,N,N,
244437,N,N,
244438,N,N,
244439,N,Y,
244440,N,N,
244441,N,Y,
244442,Y,Y,19.0
244443,Y,N,17.0
244444,N,Y,
244445,N,Y,
244446,N,Y,
244447,N,N,
244448,Y,Y,13.0
244449,N,Y,
244450,N,Y,
244451,N,N,
244452,N,Y,
244453,N,Y,
244454,Y,Y,64.0
244455,N,Y,
244456,N,Y,
244457,N,N,
244458,N,N,
244459,N,Y,
244460,N,Y,
244461,N,Y,
244462,N,Y,
244463,N,Y,
244464,N,Y,
244465,Y,Y,14.0
244466,Y,Y,3.0
244467,N,N,
244468,N,N,
244469,Y,N,1.0
244470,Y,N,28.0
244471,N,Y,
244472,N,Y,
244473,N,Y,
244474,Y,Y,20.0
244475,Y,N,18.0
244476,N,N,
244477,N,Y,
244478,N,Y,
244479,Y,N,10.0
244480,N,Y,
244481,N,Y,
244482,N,Y,
244483,N,Y,
244484,N,Y,
244485,N,Y,
244486,N,N,
244487,Y,N,2.0
244488,N,Y,
244489,N,Y,
244490,N,Y,
244491,N,N,
244492,N,N,
244493,N,N,
244494,N,Y,
244495,Y,N,15.0
244496,N,Y,
244497,Y,Y,18.0
244498,N,N,
244499,N,Y,
244500,N,N,
244501,Y,Y,17.0
244502,N,Y,
244503,Y,Y,17.0
244504,Y,Y,7.0
244505,Y,Y,2.0
244506,N,N,
244507,N,Y,
244508,Y,Y,7.0
244509,N,Y,
244510,N,Y,
244511,N,Y,
244512,Y,N,12.0
244513,N,Y,
244514,N,Y,
244515,N,Y,
244516,N,Y,
244517,Y,Y,1.0
244518,Y,N,4.0
244519,Y,Y,64.0
244520,Y,Y,36.0
244521,N,N,
244522,N,N,
244523,Y,Y,3.0
244524,Y,Y,31.0
244525,Y,Y,34.0
244526,N,Y,
244527,N,N,
244528,N,Y,
244529,N,N,
244530,N,Y,
244531,N,N,
244532,N,Y,
244533,N,Y,
244534,N,Y,
244535,Y,Y,16.0
244536,N,Y,
244537,N,Y,
244538,N,Y,
244539,N,Y,
244540,N,N,
244541,Y,N,21.0
244542,N,Y,
244543,Y,Y,19.0
244544,N,Y,
244545,N,N,
244546,N,Y,
244547,Y,Y,8.0
244548,N,Y,
244549,N,N,
244550,N,Y,
244551,Y,N,7.0
244552,Y,Y,16.0
244553,N,N,
244554,N,N,
244555,N,Y,
244556,N,N,
244557,Y,Y,2.0
244558,Y,Y,13.0
244559,N,Y,
244560,Y,N,9.0
244561,Y,N,5.0
244562,N,Y,
244563,Y,Y,7.0
244564,Y,Y,7.0
244565,Y,Y,8.0
244566,N,Y,
244567,Y,Y,13.0
244568,Y,Y,18.0
244569,N,Y,
244570,N,Y,
244571,N,N,
244572,Y,Y,10.0
244573,Y,Y,6.0
244574,N,Y,
244575,N,Y,
244576,Y,Y,7.0
244577,N,Y,
244578,N,Y,
244579,N,Y,
244580,Y,Y,35.0
244581,Y,Y,64.0
244582,N,Y,
244583,Y,Y,7.0
244584,Y,Y,9.0
244585,Y,Y,14.0
244586,Y,Y,5.0
244587,Y,Y,6.0
244588,N,Y,
244589,Y,Y,4.0
244590,Y,Y,0.0
244591,N,Y,
244592,N,N,
244593,Y,N,14.0
244594,N,Y,
244595,N,N,
244596,N,Y,
244597,Y,Y,14.0
244598,N,Y,
244599,N,Y,
244600,Y,N,11.0
244601,Y,Y,8.0
244602,N,N,
244603,N,Y,
244604,N,Y,
244605,Y,Y,3.0
244606,N,Y,
244607,N,Y,
244608,N,N,
244609,N,Y,
244610,N,N,
244611,N,N,
244612,Y,Y,10.0
244613,N,Y,
244614,N,N,
244615,Y,N,12.0
244616,N,Y,
244617,Y,Y,14.0
244618,N,Y,
244619,N,Y,
244620,N,Y,
244621,N,Y,
244622,Y,Y,16.0
244623,N,Y,
244624,N,Y,
244625,N,Y,
244626,N,Y,
244627,Y,Y,1.0
244628,N,Y,
244629,Y,Y,11.0
244630,Y,Y,12.0
244631,N,N,
244632,Y,Y,7.0
244633,N,Y,
244634,N,Y,
244635,Y,Y,2.0
244636,N,Y,
244637,N,N,
244638,N,Y,
244639,Y,Y,28.0
244640,N,Y,
244641,N,Y,
244642,Y,Y,2.0
244643,Y,N,7.0
244644,Y,Y,16.0
244645,N,Y,
244646,N,N,
244647,N,Y,
244648,Y,Y,11.0
244649,N,Y,
244650,N,Y,
244651,Y,Y,65.0
244652,Y,Y,6.0
244653,Y,Y,14.0
244654,Y,N,8.0
244655,Y,Y,12.0
244656,N,Y,
244657,N,Y,
244658,Y,Y,4.0
244659,N,N,
244660,Y,Y,8.0
244661,Y,N,6.0
244662,N,Y,
244663,N,Y,
244664,Y,Y,10.0
244665,N,N,
244666,N,Y,
244667,Y,N,15.0
244668,N,Y,
244669,Y,Y,9.0
244670,N,N,
244671,N,N,
244672,N,N,
244673,Y,N,13.0
244674,N,Y,
244675,Y,Y,7.0
244676,N,Y,
244677,N,Y,
244678,N,Y,
244679,N,Y,
244680,Y,Y,21.0
244681,N,Y,
244682,Y,Y,21.0
244683,Y,N,14.0
244684,N,Y,
244685,Y,Y,3.0
244686,Y,Y,7.0
244687,Y,Y,6.0
244688,Y,N,6.0
244689,N,Y,
244690,N,N,
244691,N,Y,
244692,N,N,
244693,N,Y,
244694,N,N,
244695,N,Y,
244696,N,Y,
244697,N,N,
244698,N,Y,
244699,N,Y,
244700,Y,Y,16.0
244701,N,Y,
244702,N,Y,
244703,N,N,
244704,N,N,
244705,N,Y,
244706,N,Y,
244707,N,N,
244708,N,Y,
244709,N,Y,
244710,N,Y,
244711,N,Y,
244712,N,Y,
244713,N,Y,
244714,N,N,
244715,N,Y,
244716,N,N,
244717,N,N,
244718,Y,Y,11.0
244719,N,N,
244720,N,Y,
244721,Y,N,23.0
244722,N,Y,
244723,N,N,
244724,Y,Y,10.0
244725,N,N,
244726,N,Y,
244727,N,Y,
244728,N,N,
244729,N,Y,
244730,N,Y,
244731,N,Y,
244732,N,Y,
244733,N,N,
244734,N,N,
244735,Y,Y,10.0
244736,N,Y,
244737,N,Y,
244738,N,Y,
244739,Y,Y,10.0
244740,Y,Y,15.0
244741,N,Y,
244742,N,Y,
244743,N,Y,
244744,N,N,
244745,N,Y,
244746,N,Y,
244747,N,Y,
244748,N,Y,
244749,Y,Y,17.0
244750,N,Y,
244751,N,Y,
244752,Y,Y,2.0
244753,N,Y,
244754,Y,Y,20.0
244755,N,Y,
244756,N,Y,
244757,N,N,
244758,N,Y,
244759,Y,Y,3.0
244760,N,Y,
244761,N,Y,
244762,N,Y,
244763,N,Y,
244764,Y,N,5.0
244765,N,Y,
244766,N,N,
244767,N,N,
244768,Y,Y,5.0
244769,Y,N,6.0
244770,N,N,
244771,N,Y,
244772,Y,N,22.0
244773,Y,N,19.0
244774,N,Y,
244775,N,Y,
244776,N,N,
244777,Y,Y,7.0
244778,N,Y,
244779,N,Y,
244780,Y,Y,1.0
244781,N,Y,
244782,N,N,
244783,N,Y,
244784,N,Y,
244785,N,Y,
244786,N,Y,
244787,N,Y,
244788,N,N,
244789,Y,Y,7.0
244790,Y,Y,1.0
244791,Y,N,13.0
244792,N,Y,
244793,N,Y,
244794,Y,Y,18.0
244795,N,Y,
244796,N,Y,
244797,Y,Y,6.0
244798,N,Y,
244799,N,Y,
244800,Y,N,8.0
244801,Y,Y,9.0
244802,Y,Y,0.0
244803,N,N,
244804,N,Y,
244805,N,N,
244806,N,Y,
244807,N,Y,
244808,N,Y,
244809,N,Y,
244810,Y,Y,1.0
244811,N,Y,
244812,Y,Y,17.0
244813,N,Y,
244814,N,Y,
244815,Y,Y,17.0
244816,N,N,
244817,Y,Y,12.0
244818,N,Y,
244819,N,Y,
244820,N,Y,
244821,N,N,
244822,N,Y,
244823,N,Y,
244824,N,Y,
244825,Y,Y,7.0
244826,N,N,
244827,Y,Y,8.0
244828,N,Y,
244829,N,Y,
244830,N,N,
244831,Y,N,2.0
244832,Y,Y,6.0
244833,N,Y,
244834,Y,Y,8.0
244835,N,Y,
244836,Y,Y,8.0
244837,N,Y,
244838,N,Y,
244839,N,N,
244840,Y,N,21.0
244841,Y,Y,1.0
244842,N,Y,
244843,N,Y,
244844,Y,Y,1.0
244845,N,N,
244846,Y,Y,28.0
244847,N,N,
244848,Y,Y,2.0
244849,Y,N,65.0
244850,N,Y,
244851,N,Y,
244852,N,Y,
244853,N,N,
244854,N,Y,
244855,N,Y,
244856,Y,Y,5.0
244857,Y,Y,3.0
244858,N,N,
244859,Y,Y,12.0
244860,Y,Y,10.0
244861,Y,Y,2.0
244862,N,Y,
244863,Y,Y,6.0
244864,N,N,
244865,Y,N,13.0
244866,Y,Y,15.0
244867,N,N,
244868,N,Y,
244869,Y,Y,29.0
244870,Y,Y,4.0
244871,N,Y,
244872,Y,Y,10.0
244873,N,N,
244874,N,Y,
244875,N,Y,
244876,N,Y,
244877,Y,Y,15.0
244878,Y,N,14.0
244879,Y,Y,10.0
244880,N,Y,
244881,N,Y,
244882,N,Y,
244883,N,Y,
244884,N,Y,
244885,N,Y,
244886,N,Y,
244887,N,N,
244888,Y,Y,8.0
244889,N,Y,
244890,Y,N,8.0
244891,N,N,
244892,Y,N,17.0
244893,N,N,
244894,N,Y,
244895,Y,Y,12.0
244896,Y,Y,3.0
244897,N,Y,
244898,Y,N,6.0
244899,Y,N,16.0
244900,N,Y,
244901,N,Y,
244902,N,Y,
244903,Y,N,21.0
244904,N,Y,
244905,N,N,
244906,N,Y,
244907,N,Y,
244908,N,Y,
244909,N,N,
244910,Y,N,8.0
244911,N,N,
244912,N,Y,
